id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
631009872250853450,Spacious one bedroom suite,257833681,Jesse,Saanich,Saanich,48.4876772363151,-123.30998114039618,Entire home/apt,130,1,3,2023-08-16,0.25,1,271,3,
631393343700825430,Waterfront 2 bedroom suite + parking,42736248,Scott,Victoria,James Bay,48.413548,-123.380363,Entire home/apt,140,30,8,2024-03-31,0.50,2,226,4,
632403130756522722,Sugarbear Yurts (2 20ft yurts in the woods),365627724,Sasha,Juan de Fuca,Juan de Fuca,48.3874,-123.90314,Entire home/apt,350,3,1,2022-07-24,0.04,2,178,0,
632466239298180913,Cozy 2 bedroom suite in Royal Oak area,228782271,Allie,Saanich,Saanich,48.48688270956113,-123.39367724955082,Entire home/apt,,2,22,2023-09-04,0.90,1,2,10,
633451879333636145,Adorable Sooke suite close to beaches and trails,18258155,Anna,Sooke,Sooke,48.38974867557545,-123.72271221131086,Entire home/apt,132,1,168,2024-06-28,6.67,1,312,66,
634348030389913873,Oceanfront 4 BR Cabin with Hot Tub,183023,Luen,Juan de Fuca,Juan de Fuca,48.381317138671875,-123.92778778076172,Entire home/apt,495,4,25,2024-05-20,1.06,1,89,9,
634599100368662822,Beautiful 1 bedroom suite at Langford  Lake,460875600,Ingeborg,Langford,Langford,48.448719,-123.521957,Entire home/apt,165,2,48,2024-06-25,2.01,1,329,27,
634843721118396019,Executive & Luxurious  Main floor UVIC EV Charger,7449764,Fernanda,Saanich,Saanich,48.48825,-123.32224,Entire home/apt,300,7,4,2023-08-23,0.27,2,301,3,
635122611633869127,"Parlor Suite in Heritage Manor, Fairfield, near DT",2565269,Holly,Victoria,Fairfield,48.4191,-123.35358,Entire home/apt,230,1,25,2024-06-13,1.01,6,285,16,
635502010102970370,Getaway at the Gorge 2,128732574,Chelsea,Saanich,Saanich,48.45758,-123.41177,Entire home/apt,450,3,14,2023-08-10,0.57,4,22,6,
635521504165845699,Astoria Appeal - The Ultimate Urban Experience!,40529437,Victoria Prime Services,Victoria,Downtown,48.42121,-123.36445,Entire home/apt,125,1,5,2023-08-30,0.20,44,181,1,43775
636145420709467464,Functional two bedrooms suite near Uvic,143629918,Soojin,Saanich,Saanich,48.46293,-123.32101,Entire home/apt,,31,6,2022-08-01,0.24,4,0,0,
636242466814133718,Chez Villa - Great Little Spot by Cook St Village!,40529437,Victoria Prime Services,Victoria,Fairfield,48.41323,-123.36041,Entire home/apt,77,1,7,2024-05-30,0.40,44,161,4,42716
636974147280735030,"Room #1 Qbed, private bathroom & living room",52036982,Rosita,Victoria,North Jubilee,48.438655853271484,-123.3309326171875,Entire home/apt,165,1,85,2024-04-24,3.54,2,15,30,42610
637034240105624182,"$160/nt Sweet, Sunny Cabin Near Beaches & Trails",16825272,Carol,Southern Gulf Islands,Southern Gulf Islands,48.86914,-123.31712,Entire home/apt,195,2,69,2024-06-18,2.76,3,122,30,
637218244535702402,New oceanfront 1 BDR guest suite,461445425,Subjit,Sooke,Sooke,48.379948,-123.690224,Entire home/apt,185,2,19,2024-03-31,0.78,3,336,7,
638010270436782663,Big beautiful bright 2.5 bedroom island home,461623891,Jack,Salt Spring Island,Salt Spring Island,48.83609,-123.49513,Entire home/apt,336,2,51,2024-06-11,2.15,1,219,16,
638336645832298536,Large comfortable room in a shared Fernwood home,3914363,Allison,Victoria,Fernwood,48.43439,-123.34852,Private room,86,3,43,2024-06-24,1.75,1,36,16,43067
638428753694029470,Cheerful one bedroom cottage with hot tub,210196336,Kendall,Salt Spring Island,Salt Spring Island,48.780842,-123.508041,Entire home/apt,256,2,18,2023-08-26,0.74,2,179,7,
639228220909860374,FULL House 3Beds With Patio 1.9km to Inner Harbour,21376528,Lesley,Victoria,Fairfield,48.41871,-123.351,Entire home/apt,852,4,28,2024-06-01,1.16,6,25,13,37884
639365314871342061,1BR + Den near waterfront park,22508431,Nils & Halima,Esquimalt,Esquimalt,48.443992614746094,-123.40250396728516,Entire home/apt,130,3,23,2024-06-27,0.93,3,18,7,
640514013209351720,Garry Oaks Cozy Cottage,116445252,Hailey,Salt Spring Island,Salt Spring Island,48.7806205942239,-123.5050070095398,Entire home/apt,,2,35,2023-08-23,1.41,1,0,11,
640641070484086844,Downtown large quiet condo,24525718,David,Victoria,Harris Green,48.42455,-123.36075,Entire home/apt,69,90,11,2024-04-25,0.49,1,192,5,
640682481622865479,Luxury 1-Bedroom Condo with Underground Parking,15247067,Reesa,Langford,Langford,48.4760885,-123.5312158,Entire home/apt,97,30,0,,,1,58,0,
640734019834683475,Large Bedroom with Ensuite Bathroom near the Beach,462287406,Neil,Colwood,Colwood,48.41022,-123.48587,Private room,,30,0,,,2,0,0,
640791380547827734,Forest Cove two bedroom guest suite in Sooke,462300816,Natalya,Juan de Fuca,Juan de Fuca,48.40276,-123.78948,Entire home/apt,191,1,27,2024-06-15,1.10,2,58,14,
641203164820149823,Private Cottage in Metchosin near trails & beaches,56533937,Megan,Metchosin,Metchosin,48.35957,-123.57699,Entire home/apt,249,31,45,2024-06-09,1.81,1,92,26,
642940458480384752,Enclave Escape - Brand new 2 bedroom in Langford,456497002,Melissa,Langford,Langford,48.4595402,-123.4884762,Entire home/apt,223,1,85,2024-02-18,3.40,1,320,33,
642989309166162977,Bright garden suite with covered patio.,462785665,Callah,View Royal,View Royal,48.45746080000001,-123.4474744,Entire home/apt,120,1,175,2024-06-14,7.01,1,3,74,
643018852569489807,Bright 3 bedroom home with garden patio and office,462790733,Darcy,Esquimalt,Esquimalt,48.42843,-123.40176,Entire home/apt,299,3,16,2024-03-31,0.66,1,86,12,
643023614510817123,2 Bedroom Suite Next to Gorge Waterway,200220636,Peter,Saanich,Saanich,48.4509863,-123.4121471,Entire home/apt,149,3,31,2024-06-17,1.31,4,89,15,
643361048859648830,"Charming, private suite on the lake",457639612,Jane,Salt Spring Island,Salt Spring Island,48.88578750000001,-123.5465222,Entire home/apt,225,3,17,2023-09-01,0.73,1,306,11,
643701975249213795,Heavenly Hot Tub Forest Suite,70346209,Michaela,Salt Spring Island,Salt Spring Island,48.89066,-123.53094,Private room,269,2,29,2023-10-22,1.16,2,180,14,
643747194245516134,Geodesic Dome Luxury Glamping on Organic Farm,67673441,Freyja,Salt Spring Island,Salt Spring Island,48.89442,-123.50562,Private room,121,1,68,2024-06-24,2.86,2,134,29,
644377033386129398,Top floor 2 bedroom/2 bathroom Cook Street Village,383963180,Michael,Victoria,Fairfield,48.41932,-123.35172,Entire home/apt,,30,15,2023-08-07,0.60,1,0,2,
644422982739081682,The Cozy Corner ~ Top-Floor Suite w/Views+Parking!,462792835,Joan,Victoria,Downtown,48.4291563,-123.3688225,Entire home/apt,,2,110,2024-01-21,4.53,1,0,30,
644971551705880153,1-bedroom character house in Sidney by the sea,435368140,Cayla,Sidney,Sidney,48.65732,-123.40568,Entire home/apt,161,2,53,2024-06-27,2.16,1,89,17,
645110801774701184,Seaside One Bedroom Suite with Parking,78675713,Farzin,Colwood,Colwood,48.40963,-123.48941,Entire home/apt,131,3,60,2024-06-27,2.58,1,279,32,
645142146350704212,One bedroom suite in the beautiful SSI valley,210196336,Kendall,Salt Spring Island,Salt Spring Island,48.77986,-123.50314,Entire home/apt,150,2,12,2023-08-14,0.49,2,179,2,
645649911854736447,Brand New Suite in Fantastic Location!,242839370,Robin,Saanich,Saanich,48.4834,-123.3836,Entire home/apt,101,5,4,2024-06-22,1.40,1,297,4,
645669956514694933,Points West OceanfrontResort Rooftop Patio suite,297265233,Alexander,Juan de Fuca,Juan de Fuca,48.37695,-123.85675,Private room,349,2,54,2024-06-23,2.17,8,257,36,
645861917816354556,Sunny garden suite,330745977,Andy,Colwood,Colwood,48.42584,-123.479,Entire home/apt,130,1,30,2023-12-02,2.29,1,179,21,
646251494203307037,The Good Life Island Oasis Sun Deck Hot Tub,319054413,Lisa,Salt Spring Island,Salt Spring Island,48.8469576,-123.4977541,Entire home/apt,260,1,60,2024-06-22,4.76,2,98,59,
646251649200109373,The Good Life Seaside HideAway Sunset Deck Hot Tub,319054413,Lisa,Salt Spring Island,Salt Spring Island,48.84696,-123.49775,Entire home/apt,190,1,146,2024-06-25,6.31,2,92,77,
646392321907025607,Great Condo in downtown with free gym and parking,421872890,IRIS Properties,Victoria,Harris Green,48.4244,-123.35544,Entire home/apt,108,1,4,2023-10-15,0.17,65,273,1,
646526684625362269,"""Pad on the Moon"" steps to beach",26972755,Sue & Jenny,Victoria,James Bay,48.41005355569918,-123.37166134268045,Private room,,2,89,2024-06-28,3.63,1,23,46,42962
647141413465843171,Cute 1 Bedroom Garden Suite,26678381,Judy,Victoria,James Bay,48.41496578565717,-123.37018607999057,Entire home/apt,69,30,4,2023-10-26,0.20,1,10,1,
647974816831322171,The Grafton House,463945131,Amy,Esquimalt,Esquimalt,48.42823,-123.42256,Entire home/apt,,90,6,2024-04-05,0.25,1,3,4,
648007607126488329,Spacious 2 bedroom home,463952830,Tianna,Saanich,Saanich,48.45021,-123.3659,Entire home/apt,,30,1,2023-07-05,0.08,1,0,1,
648147806418381793,Lovely 2 bedroom condo with free parking,154113935,Thamyres,Langford,Langford,48.4481806,-123.5069467,Entire home/apt,,5,1,2022-08-21,0.04,1,0,0,
648399233196524344,"Bright, new modern 1 bdrm suite in great location.",16599629,Carlea,Saanich,Saanich,48.46456,-123.32558,Entire home/apt,100,2,10,2024-06-20,0.74,1,88,6,
648630212791826724,Modern Old Town Living,7661418,Evan,Victoria,Downtown,48.4295,-123.36918,Entire home/apt,,2,51,2023-10-02,2.08,1,1,18,
648702445907992325,Stylish 1 Bedroom Guesthouse in Private Setting,464128586,Tim,Highlands,Highlands,48.5065528,-123.5331014,Entire home/apt,141,3,65,2024-06-21,3.16,1,223,35,
648812654060937335,Sunset Suite on Village Bay,30434492,Anne-Maree,Southern Gulf Islands,Southern Gulf Islands,48.84039236164373,-123.3208687157713,Entire home/apt,126,2,13,2024-06-27,1.01,2,132,11,
649305141704634435,Beautifully Furnished w Community Roof Top Terrace,133874068,Tanya,Victoria,Downtown,48.42707859999999,-123.3624708,Entire home/apt,116,30,1,2023-06-20,0.08,8,213,0,35455
649910178743846443,Fully facilitated & spacious home for large groups,464408767,Leah,Saanich,Saanich,48.50576,-123.35439,Entire home/apt,480,1,14,2024-04-26,0.60,3,109,2,
649913384892797912,Private Forest Cove Getaway,462300816,Natalya,Juan de Fuca,Juan de Fuca,48.40295743714903,-123.78782275924684,Entire home/apt,164,1,14,2024-05-12,0.58,2,55,3,
649946145172900082,Private Ocean Front Furnished One Bedroom Suite,464419964,Laura,Saanich,Saanich,48.49082,-123.30527,Entire home/apt,126,28,8,2024-05-27,0.36,2,76,6,
649948993795347175,Modern Fam Stay,299185032,Jess,Sooke,Sooke,48.37741,-123.74368,Entire home/apt,,28,1,2022-08-28,0.04,1,0,0,
649994652648803280,Blume and Hooves farm The Crystal room guest suite,360104100,Julia,Salt Spring Island,Salt Spring Island,48.90416,-123.52318,Entire home/apt,159,2,46,2024-06-23,1.90,2,149,18,
650171231699718367,Bakerview suite,73943270,Caroline,Saanich,Saanich,48.54326,-123.38868,Entire home/apt,125,2,22,2023-10-01,0.89,1,117,8,
650745816781959834,"The Vista-Views from 15th Floor, Work Desk and AC",40529437,Victoria Prime Services,Victoria,Downtown,48.42648,-123.36074,Entire home/apt,119,1,1,2023-12-20,0.16,44,268,1,42735
650766130081278162,102 Queen bedroom private bathroom near UVIC,74234551,Jerry,Saanich,Saanich,48.47844,-123.30956,Private room,92,1,34,2024-05-26,1.39,6,272,11,
650773286582990042,202 Queen bed private Bathroom near UVIC,74234551,Jerry,Saanich,Saanich,48.47846,-123.30992,Private room,93,1,23,2024-06-09,0.94,6,257,3,
650782921779920341,101 queen bedroom shared bathroom in Victoria,74234551,Jerry,Saanich,Saanich,48.47823,-123.3095,Private room,79,1,37,2024-06-13,1.50,6,208,11,
650819361745965075,Forested garden oasis with hot tub,4803891,Maia,Saanich,Saanich,48.45349,-123.27401,Entire home/apt,,2,10,2022-08-03,0.41,1,0,0,
651258526603607428,Points West OceanfrontResort Oceanpoint Suite,297265233,Alexander,Juan de Fuca,Juan de Fuca,48.377271596630166,-123.85693531483412,Entire home/apt,,2,23,2024-06-13,0.97,8,147,7,
651468652408264802,Full space 2 bedrooms basement suite in Victoria,74234551,Jerry,Saanich,Saanich,48.47671,-123.30943,Entire home/apt,125,1,39,2024-06-02,1.60,6,118,14,
651582593236992218,James Bay Sanctuary,216422705,Cary,Victoria,James Bay,48.41214,-123.37044,Entire home/apt,166,30,9,2024-02-18,0.40,1,209,4,
652041796607326956,4 Bedroom Home Base in Vacation Land.,246115480,Clint,Esquimalt,Esquimalt,48.43194,-123.40914,Entire home/apt,550,3,4,2022-09-11,0.17,1,29,0,
652706578539317499,Skylight Studio in James Bay/ furnished/30 day min,88239666,Dianne,Victoria,James Bay,48.41891,-123.37733,Private room,53,30,121,2024-01-01,4.93,3,31,44,
652844037769263480,Stunning Coastal Haven Suite downtown w Parking,133874068,Tanya,Victoria,Downtown,48.42242,-123.36487,Entire home/apt,189,30,4,2023-08-31,0.18,8,244,1,35453
652866960078887781,Luxury Suite with Cedar Hot Tub/Onsen,438939626,David,Salt Spring Island,Salt Spring Island,48.831,-123.49714,Private room,260,2,148,2024-06-18,6.91,2,208,92,
653051722466968433,"Downtown Condo by Inner Harbour, Secure Parking",50490159,Mandee,Victoria,Downtown,48.4214733,-123.3639115,Entire home/apt,199,91,105,2024-04-22,4.32,1,282,43,42936
653054463200057658,Cabin Retreat in Nature,465076117,Faye,Juan de Fuca,Juan de Fuca,48.57497,-124.37906,Entire home/apt,173,1,95,2024-06-23,3.99,1,18,40,
653846280950761825,Eagle's View Penthouse,465289965,Jiva,Colwood,Colwood,48.41968,-123.50757,Entire home/apt,395,1,32,2024-05-11,1.32,1,204,11,
653869228115776384,(Red)Near Uvic shopping mall + individual washroom,195692194,Jie,Saanich,Saanich,48.44967,-123.33286,Private room,86,5,22,2024-06-15,0.90,2,246,3,
653913367801250201,"Comfy, 3 bed  house, AC, Patio, and Parking",137410983,Heather,Langford,Langford,48.44242,-123.53204,Entire home/apt,,2,63,2024-04-03,2.84,3,0,35,
654260566682564364,Brand New Luxury Condo With Fireplace,465382403,Gary,Victoria,Rockland,48.42142621062659,-123.34910719680323,Entire home/apt,125,90,2,2022-11-07,0.09,1,185,0,
654592868919084324,Seacloud Morden 2 bedrooms suite with ocean view,129584463,Cindy,North Saanich,North Saanich,48.698008126224394,-123.43842420727015,Entire home/apt,136,1,96,2024-06-16,3.95,1,248,36,
654637209849713086,Fulford-Dunderry Ocean Front Guest House,80102786,Douglas,Salt Spring Island,Salt Spring Island,48.76941,-123.45,Private room,375,2,17,2023-11-12,0.70,1,150,9,
654984862532808767,Great affordable 2 bedroom suite no stairs.,76268074,Chris,Saanich,Saanich,48.45662281336673,-123.3895864005249,Entire home/apt,211,3,34,2024-06-21,1.54,1,69,18,
655010907632923758,Garden House View Room at the Salt Spring Centre,465565369,Salt Spring Centre,Salt Spring Island,Salt Spring Island,48.8249606,-123.4920633,Shared room,130,1,16,2024-05-11,0.67,10,71,4,
655137570913081021,Moonlight mini room at the Garden House,465565369,Salt Spring Centre,Salt Spring Island,Salt Spring Island,48.8241,-123.49101,Private room,100,1,31,2024-04-28,1.35,10,67,15,
655153286229391356,Orca Suite Sooke - Spacious with stunning views!,27623541,Joseph And Marci,Sooke,Sooke,48.37834,-123.7458,Entire home/apt,100,3,43,2024-06-18,2.74,1,167,28,
655251912495598125,Galloping Goose B&B  in  Beautiful Victoria,465628189,Lin,Saanich,Saanich,48.46807,-123.41369,Entire home/apt,887,1,31,2024-05-27,1.30,1,309,16,
655346108478250130,Bear Mountain Resort | Condo on Course Hole 9,63801071,Cole,Langford,Langford,48.47476218506204,-123.5339655565918,Entire home/apt,,28,0,,,1,0,0,
655753158932365953,Seaside 1 bedroom ground floor suite,1976045,Jessica,Colwood,Colwood,48.40977,-123.49091,Entire home/apt,131,2,39,2024-06-03,1.62,1,117,15,
655856738374280953,"Spacious Room: Double, twin & pull-out couch",465565369,Salt Spring Centre,Salt Spring Island,Salt Spring Island,48.82408,-123.49321,Private room,135,1,20,2024-05-19,0.88,10,66,13,
655856954678249160,Ganesha mini room at the Garden House,465565369,Salt Spring Centre,Salt Spring Island,Salt Spring Island,48.82575,-123.49268,Private room,100,1,9,2023-10-29,0.40,10,68,5,
655898631181344852,Super Spacious & Modern Home - High End Holidays!,464408767,Leah,Saanich,Saanich,48.50532,-123.35362,Entire home/apt,414,1,51,2024-06-24,2.15,3,106,24,
656328263985186803,Points West Oceanfront Resort3 bed OceanPointHouse,297265233,Alexander,Juan de Fuca,Juan de Fuca,48.37705557886457,-123.856419660151,Entire home/apt,676,2,20,2024-06-22,0.84,8,150,15,
656424977839891809,Halibut Hideaway - New Oceanfront cottage,317502647,Liisa,Juan de Fuca,Juan de Fuca,48.55526657850696,-124.4153869788208,Entire home/apt,254,1,45,2024-05-20,2.19,1,307,24,
657178409670021343,King-size bedroom in a nice house,788772,Zeynep,Saanich,Saanich,48.4666971,-123.3236505,Private room,189,2,14,2024-06-22,0.58,1,365,7,
657234239377431636,Langford Lake Boat House - Vacation Rental,466058549,Jennifer,Langford,Langford,48.454004684846545,-123.53549040407394,Entire home/apt,379,5,56,2024-05-28,2.32,1,123,21,
657236351856773955,Loft by water centrally located,22340772,Faith,Victoria,Downtown,48.42658,-123.37014,Entire home/apt,159,91,85,2024-06-26,3.74,2,91,51,
657678772904792093,Bedroom with Private Bathroom,187142378,Douglas,Saanich,Saanich,48.44986,-123.38269,Entire home/apt,71,30,50,2024-05-10,2.07,7,132,17,
657872628017642996,Fresh modern living in Central Victoria,178462137,Gary,Victoria,North Park,48.43367,-123.36079,Entire home/apt,160,30,9,2023-08-10,0.37,1,239,3,
657978186038512659,Deluxe Oceanfront Getaway,464419964,Laura,Saanich,Saanich,48.49222,-123.30492,Entire home/apt,316,2,76,2024-06-25,3.25,2,36,41,
658150953603505727,Family friendly home with great outdoor space,15499823,Samantha,Langford,Langford,48.45551,-123.49266,Entire home/apt,438,3,9,2023-09-01,0.39,1,157,4,
658191069995012495,The Applebnb • Entire 4 Bedroom Home & Gardens,7482818,Tiffany,Juan de Fuca,Juan de Fuca,48.36361437522926,-123.80084831267595,Entire home/apt,675,3,18,2024-06-17,0.84,3,261,12,
658250375690546656,Cute One Bedroom Basement Suite with laundry,14419786,Brooke,Saanich,Saanich,48.45236,-123.41324,Entire home/apt,105,2,27,2024-06-16,1.21,1,211,19,
658686737622213209,Stunning views from a cozy suite .,313838237,Douglas,Salt Spring Island,Salt Spring Island,48.84394,-123.50492,Entire home/apt,200,1,77,2024-06-22,3.17,1,189,33,
658794942756873810,Private Luxury Cottage on Pastoral Acreage,466437908,Valerie,Salt Spring Island,Salt Spring Island,48.88517,-123.53,Entire home/apt,448,3,44,2024-06-16,1.83,1,220,19,
658894766796693078,"Accessibility suite, King Bed, Giant Tub.",466849981,Ethan,Sidney,Sidney,48.65710920563576,-123.401587754488,Entire home/apt,221,1,35,2024-06-23,1.50,1,282,13,
659417072552668008,Ocean Stay: 2min Access to Beach w/Private Patio,465869552,Rupi,Saanich,Saanich,48.48826,-123.30259,Entire home/apt,151,4,34,2024-05-29,1.40,1,167,12,
659534699506085170,Executive Suite - Balcony Oasis w/parking,231282675,Michael,Victoria,Harris Green,48.4241699,-123.35582,Entire home/apt,92,90,15,2023-09-21,0.68,1,110,3,
660073801016242551,Summit on Bear Mountain,143797626,Tammy,Langford,Langford,48.46987,-123.52656,Entire home/apt,140,3,0,,,1,340,0,
660228318190534140,4 Bedroom Vacation House with Hot Tub!,40343172,Amber And Dave,Metchosin,Metchosin,48.40762652279337,-123.53967348306591,Entire home/apt,500,1,41,2024-06-17,1.69,4,295,24,
660776913816955759,Spacious studio - free street parking,190227582,Vinod,Sooke,Sooke,48.38461,-123.731,Entire home/apt,100,1,64,2024-06-25,2.66,2,50,33,
661197400431511231,Luxurious Hidden Stay Near Amenities & Attractions,467029449,Brendon,Central Saanich,Central Saanich,48.58021,-123.42966,Entire home/apt,166,2,72,2024-05-26,3.00,1,140,23,
661498223386832577,Oceanfront Retreat w/ Mountain Views & Boat Dock!,466921242,Evolve,Juan de Fuca,Juan de Fuca,48.3662,-123.67522,Entire home/apt,,2,50,2024-01-02,0.72,1,0,4,
662524221360187597,The Applebnb • Garden Suite with Private Patio,7482818,Tiffany,Juan de Fuca,Juan de Fuca,48.36399,-123.80243,Entire home/apt,162,2,29,2024-06-09,1.21,3,279,4,
662585411550741459,The Applebnb • 3 Bedroom Main House & Gardens,7482818,Tiffany,Juan de Fuca,Juan de Fuca,48.36381,-123.80148,Entire home/apt,621,2,20,2024-04-23,0.83,3,264,5,
663069192894014946,Oceanfront Oasis-Jordan River Beach House w hottub,456852063,Jon And Nicole,Juan de Fuca,Juan de Fuca,48.4240739,-124.0655224,Entire home/apt,496,2,40,2024-06-19,1.70,2,326,22,
663089203645392247,Lovely Loft in Uptown with Parking,153725991,Kristopher,Saanich,Saanich,48.45638,-123.35973,Entire home/apt,197,1,21,2024-01-30,0.90,2,320,11,
663698498422053525,Birchview Guest suite with (seasonal) pool,467623981,Kathryn,Sooke,Sooke,48.3961396,-123.7129052,Entire home/apt,117,2,75,2024-06-27,3.11,1,193,41,
663906033704222134,Erskine Treehouse,73569467,Alejandra,Salt Spring Island,Salt Spring Island,48.83769170348435,-123.55997229727541,Private room,152,2,6,2024-06-16,0.67,1,206,6,
663935840848333788,Beautifully decorated 1 bedroom with outdoor space,1359712,Mackenzie,Saanich,Saanich,48.4604,-123.3589,Entire home/apt,195,7,3,2023-04-17,0.14,1,22,0,
664508568326693441,Beautifully renovated one bedroom garden suite.,25521570,Shawn,Victoria,Fairfield,48.415532327563525,-123.35051715373993,Entire home/apt,85,30,7,2024-04-04,0.34,1,180,5,
664793950982738513,Charming Peninsula Guest Suite,92066588,Evan,Central Saanich,Central Saanich,48.5842,-123.41707,Entire home/apt,130,1,208,2024-06-21,8.65,1,17,128,
665288358163310840,1 Bedroom Vacation House with Hot Tub!,40343172,Amber And Dave,Langford,Langford,48.408834169208475,-123.54141324575284,Entire home/apt,250,1,33,2024-04-21,1.39,4,267,18,
665424844539496124,Beautiful 3 King Beds Suite w/Forest View,2792104,Maxwells House,Langford,Langford,48.4138,-123.52038,Entire home/apt,,1,16,2024-05-11,0.68,10,1,5,
666269124165231620,Geodesic Treehouse Sphere in Cedar Grove,67673441,Freyja,Salt Spring Island,Salt Spring Island,48.89395,-123.50192,Entire home/apt,123,2,44,2024-06-23,1.87,2,211,21,
666629075987835098,Suite Queen Bed & Double Sofa Bed Seasonal Pool,126353295,Andree,Saanich,Saanich,48.45639,-123.34276,Entire home/apt,194,1,52,2024-06-22,2.23,1,133,30,
666721908080220872,"Peaceful Private Suite, 1 BR 1 BTH, Free Parking",43813552,Mariya,Langford,Langford,48.40915370161268,-123.53118035714722,Entire home/apt,,1,20,2023-09-11,0.84,1,0,11,
666736400258085736,5 min walk to bus to anywhere. Bus. License 28883,132055159,Marly,Saanich,Saanich,48.4519,-123.38294,Private room,99,2,35,2024-06-28,1.53,3,256,19,
666775103308447802,Stunning Luxury King Suite,9153672,Co-Hosts,Victoria,Downtown,48.4217,-123.36512,Entire home/apt,209,1,21,2024-04-26,0.95,42,312,16,42970
666906555232836672,Bright Coastal Studio Near Downtown Victoria,131667336,Dylan,Esquimalt,Esquimalt,48.42175,-123.40861,Entire home/apt,,2,19,2024-06-22,0.82,1,0,6,
666939746950845518,Beautiful new private 2 bedroom suite in Langford,172179137,Amy,Langford,Langford,48.4446,-123.53755,Entire home/apt,153,1,23,2023-09-11,1.03,1,16,11,
667289100421237769,"Westhills Guest House, Detached with a portable AC",137410983,Heather,Langford,Langford,48.44069,-123.53202,Entire home/apt,,2,59,2024-03-23,2.50,3,0,21,
668720476759163688,Spacious 1-bedroom suite with private entrance,57690789,Roman,Saanich,Saanich,48.4993,-123.38979,Entire home/apt,,1,8,2024-03-17,0.44,2,0,6,
668831957923734068,1 Bedroom suite near Camosun Interurban Victoria,468878597,Divya,Saanich,Saanich,48.48842,-123.40863,Entire home/apt,,3,10,2023-09-01,0.42,1,0,4,
668857979638395406,Adorable 1-Bedroom Suite with Amazing Garden View,185594898,Xiaozhi,Oak Bay,Oak Bay,48.45811,-123.32077,Entire home/apt,,1,10,2022-09-01,0.42,1,0,0,
668950889806226960,Luxurious Seaside Condo With Large Patio,60129283,Laura,Sidney,Sidney,48.64881,-123.39812,Entire home/apt,,2,4,2022-09-04,0.17,1,0,0,
669116261644255760,Adorable entire 1 bedroom ground Level suite,468997219,Rui,Langford,Langford,48.47331,-123.50611,Entire home/apt,,2,12,2022-09-01,0.50,1,0,0,
669542807244257657,Beautiful and bright 2-bedroom near UVIC and buses,139143057,Sabina,Saanich,Saanich,48.4821578,-123.320739,Private room,75,3,5,2023-08-31,0.21,1,365,2,
669861234603998178,"Victoria's West Coast Living, 3 bdr, 2000 sqft",234667407,Kim,Colwood,Colwood,48.41643,-123.50034,Entire home/apt,250,1,107,2024-06-23,4.83,1,176,56,
670156413395424981,Family friendly Gallery Guesthouse w garden space,32013447,Katrin And David,Saanich,Saanich,48.46377,-123.33677,Entire home/apt,225,2,29,2024-06-28,1.23,1,125,16,
670220655633230810,Stunning Waterfront 2-Bedroom Home in Sidney,59402549,Martin,Sidney,Sidney,48.66445,-123.40279,Entire home/apt,199,28,5,2023-11-30,0.22,1,302,2,
670231450943844743,1 bedroom suite with a view,63190445,Cheryl,Langford,Langford,48.45644,-123.52489,Entire home/apt,150,2,0,,,1,350,0,
670280694186874004,Gladiola bed and breakfast,469303051,Surinder,Saanich,Saanich,48.46881,-123.39634,Entire home/apt,115,2,15,2024-04-28,0.63,1,333,4,
670408421268235751,Private Room #3 Near UVIC (10min walk),466785412,Sandra,Saanich,Saanich,48.47027,-123.31675,Private room,34,30,5,2023-08-31,0.22,1,32,4,
670509038786700725,Comfortable 2 bed garden suite. 90 day minimum.,122232,Margaret,Esquimalt,Esquimalt,48.42654,-123.41727,Entire home/apt,105,30,4,2024-03-21,0.24,2,135,2,
670855149899551201,Beautiful views from this lovley 1 bedroom suite,343470856,Shirley,Colwood,Colwood,48.41759736895226,-123.50769889902995,Entire home/apt,115,3,9,2024-05-01,0.49,2,337,5,
670860256246554669,Spacious Jordan River Forest House with hot tub,15258503,Sjoukje,Juan de Fuca,Juan de Fuca,48.4291,-124.07055,Entire home/apt,247,2,164,2024-06-26,7.09,1,254,80,
671198184852334494,1 Bedroom Suite by the Gorge Waterway,200220636,Peter,Saanich,Saanich,48.45049,-123.41174,Entire home/apt,99,3,35,2024-06-22,1.48,4,226,23,
671331553263254044,3 Bedroom Vacation House with Hot Tub!,40343172,Amber And Dave,Metchosin,Metchosin,48.40803,-123.54016,Entire home/apt,375,1,20,2024-06-12,0.85,4,282,12,
671665809138938220,Sunset Cove - a cozy & quiet waterfront A-Frame,8230777,Rudi,Juan de Fuca,Juan de Fuca,48.36398,-123.63534,Entire home/apt,665,3,12,2024-06-27,0.53,1,47,8,
672016674525880405,Florence Lake Hideaway,70092609,Ryanna,Langford,Langford,48.46199771766889,-123.51244278252125,Entire home/apt,115,3,21,2024-06-25,0.90,1,147,12,
672398665415648774,Adorable studio in perfect location,2744916,Rita,Victoria,North Jubilee,48.4366093,-123.3299793,Entire home/apt,71,30,8,2024-03-25,0.43,2,146,6,38491
672733198283832639,"The Douglas 30+ day min Oct, Nov, Dec",137720646,Nicole,Esquimalt,Esquimalt,48.4289,-123.41376,Entire home/apt,,30,0,,,1,0,0,
